,availability
2998,0
2999,1
3000,0
3001,0
3002,1
3003,1
3004,1
3005,1
3006,1
3007,1
3008,0
3009,1
3010,0
3011,1
3012,1
3013,0
3014,1
3015,1
3016,1
3017,0
3018,1
3019,0
3020,1
3021,1
3022,1
3023,0
3024,1
3025,1
3026,1
3027,0
3028,0
3029,1
3030,1
3031,1
3032,0
3033,1
3034,1
3035,1
3036,1
3037,1
3038,1
3039,1
3040,0
3041,1
3042,1
3043,0
3044,1
3045,0
3046,1
3047,0
3048,1
3049,1
3050,0
3051,1
3052,0
3053,1
3054,0
3055,1
3056,1
3057,0
3058,1
3059,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,0
3066,1
3067,1
3068,0
3069,1
3070,1
3071,1
3072,1
3073,1
3074,1
3075,1
3076,0
3077,0
3078,0
3079,1
3080,1
3081,0
3082,1
3083,1
3084,0
3085,1
3086,1
3087,1
3088,0
3089,0
3090,0
3091,1
3092,1
3093,1
3094,0
3095,0
3096,1
3097,1
3098,1
3099,1
3100,0
3101,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,1
3109,1
3110,1
3111,0
3112,0
3113,1
3114,1
3115,1
3116,1
3117,1
3118,0
3119,0
3120,1
3121,1
3122,1
3123,0
3124,1
3125,0
3126,0
3127,1
3128,0
3129,1
3130,1
3131,1
3132,1
3133,1
3134,0
3135,1
3136,1
3137,0
3138,1
3139,1
3140,1
3141,1
3142,0
3143,1
3144,1
3145,1
3146,1
3147,1
3148,1
3149,0
3150,0
3151,1
3152,1
3153,1
3154,1
3155,1
3156,0
3157,1
3158,1
3159,1
3160,1
3161,0
3162,1
3163,0
3164,1
3165,1
3166,1
3167,1
3168,1
3169,0
3170,1
3171,1
3172,1
3173,1
3174,1
3175,0
3176,0
3177,0
3178,0
3179,0
3180,0
3181,1
3182,1
3183,1
3184,0
3185,1
3186,1
3187,0
3188,1
3189,1
3190,1
3191,1
3192,1
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,1
3200,1
3201,1
3202,0
3203,1
3204,1
3205,1
3206,0
3207,0
3208,1
3209,1
3210,1
3211,1
3212,1
3213,0
3214,1
3215,1
3216,1
3217,1
3218,1
3219,1
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3226,1
3227,1
3228,1
3229,0
3230,1
3231,1
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,1
3240,1
3241,0
3242,1
3243,1
3244,1
3245,1
3246,1
3247,0
3248,1
3249,1
3250,0
3251,1
3252,1
3253,0
3254,0
3255,1
3256,1
3257,1
3258,0
3259,0
3260,1
3261,1
3262,1
3263,1
3264,1
3265,1
3266,1
3267,0
3268,0
3269,1
3270,1
3271,1
3272,1
3273,1
3274,1
3275,0
3276,1
3277,1
3278,0
3279,0
3280,1
3281,1
3282,0
3283,0
3284,1
3285,0
3286,0
3287,1
3288,1
3289,0
3290,1
3291,1
3292,1
3293,1
3294,0
3295,1
3296,1
3297,0
3298,1
3299,0
3300,1
3301,1
3302,1
3303,1
3304,1
3305,0
3306,1
3307,1
3308,1
3309,1
3310,1
3311,1
3312,0
3313,1
3314,1
3315,1
3316,0
3317,1
3318,1
3319,1
3320,1
3321,0
3322,0
3323,1
3324,1
3325,0
3326,1
3327,1
3328,1
3329,1
3330,0
3331,1
3332,1
3333,1
3334,1
3335,1
3336,1
3337,1
3338,1
3339,0
3340,0
3341,0
3342,1
3343,1
3344,1
3345,1
3346,0
3347,1
3348,1
3349,1
3350,1
3351,1
3352,1
3353,0
3354,0
3355,1
3356,1
3357,1
3358,1
3359,0
3360,0
3361,1
3362,0
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,0
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,1
3377,0
3378,1
3379,1
3380,1
3381,0
3382,1
3383,0
3384,1
3385,1
3386,0
3387,0
3388,1
3389,1
3390,0
3391,0
3392,1
3393,1
3394,1
3395,1
3396,0
3397,1
3398,1
3399,1
3400,1
3401,1
3402,1
3403,1
3404,0
3405,1
3406,1
3407,0
3408,0
3409,1
3410,1
3411,1
3412,1
3413,1
3414,0
3415,0
3416,1
3417,1
3418,0
3419,1
3420,0
3421,1
3422,0
3423,0
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,0
3431,1
3432,1
3433,0
3434,1
3435,1
3436,0
3437,1
3438,1
3439,1
3440,1
3441,0
3442,1
3443,1
3444,0
3445,1
3446,1
3447,1
3448,1
3449,1
3450,0
3451,1
3452,0
3453,1
3454,1
3455,0
3456,1
3457,1
3458,1
3459,1
3460,0
3461,1
3462,1
3463,0
3464,0
3465,1
3466,1
3467,1
3468,1
3469,0
3470,1
3471,1
3472,1
3473,1
3474,1
3475,0
3476,1
3477,0
3478,1
3479,0
3480,1
3481,1
3482,1
3483,1
3484,1
3485,0
3486,1
3487,0
3488,1
3489,0
3490,1
3491,1
3492,1
3493,0
3494,0
3495,0
3496,1
3497,1
3498,0
3499,0
3500,1
3501,0
3502,1
3503,1
3504,1
3505,1
3506,0
3507,1
3508,1
3509,1
3510,0
3511,0
3512,1
3513,1
3514,1
3515,1
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,0
3523,0
3524,1
3525,1
3526,1
3527,0
3528,1
3529,0
3530,1
3531,0
3532,0
3533,1
3534,1
3535,0
3536,0
3537,1
3538,1
3539,1
3540,1
3541,0
3542,1
3543,1
3544,0
3545,1
3546,0
3547,1
3548,1
3549,1
3550,1
3551,1
3552,1
3553,1
3554,1
3555,0
3556,1
3557,1
3558,0
3559,1
3560,1
3561,0
3562,1
3563,1
3564,0
3565,1
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,1
3573,1
3574,0
3575,1
3576,1
3577,1
3578,1
3579,1
3580,1
3581,0
3582,1
3583,0
3584,0
3585,1
3586,0
3587,1
3588,1
3589,0
3590,0
3591,0
3592,1
3593,0
3594,0
3595,0
3596,1
3597,1
3598,0
3599,0
3600,1
3601,1
3602,1
3603,1
3604,0
3605,0
3606,1
3607,0
3608,0
3609,1
3610,1
3611,0
3612,1
3613,0
3614,0
3615,1
3616,1
3617,1
3618,1
3619,1
3620,0
3621,1
3622,1
3623,0
3624,1
3625,1
3626,1
3627,0
3628,1
3629,0
3630,0
3631,1
3632,0
3633,1
3634,1
3635,1
3636,0
3637,0
3638,1
3639,0
3640,1
3641,1
3642,0
3643,1
3644,0
3645,1
3646,1
3647,1
3648,1
3649,0
3650,1
3651,1
3652,0
3653,1
3654,1
3655,1
3656,1
3657,1
3658,1
3659,1
3660,1
3661,1
3662,0
3663,0
3664,0
3665,1
3666,1
3667,1
3668,1
3669,1
3670,0
3671,0
3672,1
3673,1
3674,1
3675,0
3676,1
3677,1
3678,0
3679,0
3680,0
3681,0
3682,1
3683,0
3684,1
3685,1
3686,1
3687,1
3688,0
3689,1
3690,1
3691,1
3692,1
3693,1
3694,1
3695,1
3696,1
3697,0
3698,1
3699,1
3700,1
3701,1
3702,1
3703,0
3704,1
3705,1
3706,1
3707,1
3708,0
3709,0
3710,1
3711,1
3712,0
3713,0
3714,1
3715,0
3716,1
3717,1
3718,1
3719,0
3720,0
3721,1
3722,0
3723,1
3724,1
3725,1
3726,1
3727,1
3728,1
3729,0
3730,1
3731,0
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,0
3739,1
3740,0
3741,1
3742,1
3743,0
3744,1
3745,1
3746,1
3747,1
3748,1
3749,1
3750,1
3751,1
3752,1
3753,1
3754,0
3755,1
3756,1
3757,0
3758,1
3759,1
3760,1
3761,1
3762,1
3763,0
3764,1
3765,1
3766,1
3767,1
3768,0
3769,1
3770,0
3771,0
3772,0
3773,1
3774,0
3775,1
3776,1
3777,1
3778,1
3779,0
3780,1
3781,1
3782,0
3783,1
3784,0
3785,1
3786,1
3787,1
3788,1
3789,1
3790,1
3791,1
3792,1
3793,0
3794,0
3795,1
3796,0
3797,1
3798,1
3799,1
3800,1
3801,1
3802,0
3803,0
3804,0
3805,1
3806,1
3807,1
3808,1
3809,1
3810,1
3811,1
3812,1
3813,0
3814,0
3815,1
3816,1
3817,0
3818,1
3819,0
3820,1
3821,1
3822,1
3823,0
3824,1
3825,1
3826,0
3827,0
3828,1
3829,1
3830,1
3831,1
3832,1
3833,0
3834,1
3835,1
3836,1
3837,1
3838,1
3839,1
3840,1
3841,0
3842,1
3843,1
3844,0
3845,0
3846,0
3847,1
3848,0
3849,1
3850,0
3851,1
3852,1
3853,1
3854,0
3855,0
3856,1
3857,0
3858,0
3859,1
3860,1
3861,1
3862,0
3863,0
3864,1
3865,0
3866,1
3867,1
3868,1
3869,0
3870,0
3871,1
3872,1
3873,1
3874,1
3875,1
3876,0
3877,1
3878,1
3879,1
3880,0
3881,0
3882,1
3883,0
3884,0
3885,1
3886,1
3887,1
3888,0
3889,1
3890,1
3891,1
3892,1
3893,0
3894,1
3895,0
3896,1
3897,1
3898,0
3899,1
3900,0
3901,1
3902,0
3903,1
3904,0
3905,1
3906,1
3907,1
3908,1
3909,1
3910,1
3911,0
3912,1
3913,1
3914,1
3915,0
3916,0
3917,1
3918,0
3919,1
3920,0
3921,0
3922,1
3923,1
3924,1
3925,1
3926,1
3927,1
3928,0
3929,1
3930,1
3931,0
3932,1
3933,1
3934,1
3935,1
3936,1
3937,1
3938,1
3939,1
3940,1
3941,1
3942,1
3943,0
3944,1
3945,1
3946,1
3947,1
3948,0
3949,1
3950,1
3951,1
3952,0
3953,1
3954,0
3955,1
3956,0
3957,1
3958,1
3959,0
3960,1
3961,1
3962,1
3963,1
3964,0
3965,1
3966,1
3967,0
3968,0
3969,1
3970,1
3971,0
3972,1
3973,0
3974,0
3975,1
3976,0
3977,1
3978,1
3979,1
3980,1
3981,1
3982,0
3983,1
3984,0
3985,0
3986,1
3987,0
3988,1
3989,0
3990,1
3991,0
3992,0
3993,1
3994,0
3995,1
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4002,1
4003,1
4004,1
4005,0
4006,0
4007,0
4008,1
4009,1
4010,1
4011,1
4012,1
4013,1
4014,0
4015,1
4016,0
4017,0
4018,1
4019,1
4020,0
4021,1
4022,1
4023,0
4024,1
4025,1
4026,1
4027,1
4028,1
4029,1
4030,0
4031,0
4032,1
4033,1
4034,1
4035,1
4036,0
4037,1
4038,0
4039,1
4040,1
4041,0
4042,1
4043,0
4044,1
4045,0
4046,1
4047,1
4048,1
4049,1
4050,1
4051,1
4052,1
4053,1
4054,0
4055,1
4056,1
4057,1
4058,1
4059,1
4060,0
4061,1
4062,0
4063,1
4064,1
4065,1
4066,1
4067,0
4068,1
4069,1
4070,1
4071,1
4072,1
4073,1
4074,0
4075,1
4076,0
4077,1
4078,1
4079,1
4080,1
4081,1
4082,1
4083,1
4084,1
4085,1
4086,0
4087,1
4088,1
4089,0
4090,1
4091,0
4092,1
4093,1
4094,1
4095,1
4096,1
4097,1
4098,1
4099,1
4100,0
4101,0
4102,0
4103,0
4104,1
4105,0
4106,1
4107,1
4108,1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,1
4116,1
4117,1
4118,1
4119,1
4120,1
4121,1
4122,1
4123,1
4124,1
4125,0
4126,1
4127,0
4128,1
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,0
4138,0
4139,1
4140,1
4141,1
4142,1
4143,0
4144,1
4145,1
4146,0
4147,1
4148,1
4149,1
4150,1
4151,1
4152,1
4153,1
4154,1
4155,1
4156,1
4157,0
4158,1
4159,1
4160,1
4161,0
4162,1
4163,1
4164,0
4165,1
4166,1
4167,1
4168,1
4169,0
4170,1
4171,1
4172,1
4173,0
4174,0
4175,0
4176,1
4177,1
4178,1
4179,1
4180,1
4181,1
4182,1
4183,1
4184,1
4185,1
4186,1
4187,1
4188,1
4189,1
4190,1
4191,1
4192,1
4193,1
4194,0
4195,1
4196,1
4197,1
4198,1
4199,1
4200,0
4201,1
4202,0
4203,1
4204,0
4205,1
4206,1
4207,1
4208,0
4209,1
4210,1
4211,1
4212,1
4213,0
4214,0
4215,0
4216,0
4217,0
4218,1
4219,1
4220,1
4221,0
4222,1
4223,1
4224,1
4225,0
4226,0
4227,1
4228,0
4229,1
4230,0
4231,1
4232,1
4233,0
4234,1
4235,1
4236,1
4237,0
4238,0
4239,1
4240,0
4241,1
4242,0
4243,1
4244,1
4245,0
4246,1
4247,1
4248,0
4249,1
4250,1
4251,1
4252,0
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,0
4261,1
4262,0
4263,1
4264,1
4265,0
4266,0
4267,0
4268,1
4269,1
4270,1
4271,1
4272,0
4273,0
4274,0
4275,0
4276,1
4277,0
4278,1
4279,1
4280,1
4281,1
4282,1
4283,1
4284,1
4285,1
4286,1
4287,1
4288,0
4289,1
4290,1
4291,1
4292,1
4293,1
4294,1
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0
4303,0
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,0
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,0
4327,0
4328,0
4329,0
4330,0
4331,0
4332,0
4333,0
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,0
4351,0
4352,0
4353,0
4354,0
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,0
4363,0
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,0
4376,0
4377,0
4378,0
4379,0
4380,0
4381,0
4382,0
4383,0
4384,0
4385,0
4386,0
4387,0
4388,0
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0
4398,0
4399,0
4400,0
4401,0
4402,0
4403,0
4404,0
4405,0
4406,0
4407,0
4408,0
4409,0
4410,0
4411,0
4412,0
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,0
4430,0
4431,0
4432,0
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0
4446,0
4447,0
4448,0
4449,0
4450,0
4451,0
4452,0
4453,0
4454,0
4455,0
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4471,0
4472,0
4473,0
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,0
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,0
4522,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,0
4529,0
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4548,0
4549,0
4550,0
4551,0
4552,0
4553,0
4554,0
4555,0
4556,0
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,0
4576,0
4577,0
4578,0
4579,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,0
4604,0
4605,0
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,0
4613,0
4614,0
4615,0
4616,0
4617,0
4618,0
4619,0
4620,0
4621,0
4622,0
4623,0
4624,0
4625,0
4626,0
4627,0
4628,0
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,0
4643,0
4644,0
4645,0
4646,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,0
4698,0
4699,0
4700,0
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,0
4709,0
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,0
4721,0
4722,0
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,0
4738,0
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,0
4747,0
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,0
4757,0
4758,0
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0
4765,0
4766,0
4767,0
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,0
4796,0
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,0
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,0
4837,0
4838,0
4839,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,0
4931,0
4932,0
4933,0
4934,0
4935,0
4936,0
4937,0
4938,0
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0
4951,0
4952,0
4953,0
4954,0
4955,0
4956,0
4957,0
4958,0
4959,0
4960,0
4961,0
4962,0
4963,0
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,0
4983,0
4984,0
4985,0
4986,0
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,0
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0
5029,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0
5094,0
5095,0
5096,0
5097,0
5098,0
5099,0
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,0
5107,0
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,0
5123,0
5124,0
5125,0
5126,0
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,0
5148,0
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,0
5165,0
5166,0
5167,0
5168,0
5169,0
5170,0
5171,0
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,0
5188,0
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,0
5200,0
5201,0
5202,0
5203,0
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,0
5218,0
5219,0
5220,0
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,0
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,0
5270,0
5271,0
5272,0
5273,0
5274,0
5275,0
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,0
5291,0
5292,0
5293,0
5294,0
5295,0
5296,0
5297,0
5298,0
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,0
5314,0
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,0
5322,0
5323,0
5324,0
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,0
5338,0
5339,0
5340,0
5341,0
5342,0
5343,0
5344,0
5345,0
5346,0
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,0
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,0
5364,0
5365,0
5366,0
5367,0
5368,0
5369,0
5370,0
5371,0
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5379,0
5380,0
5381,0
5382,0
5383,0
5384,0
5385,0
5386,0
5387,0
5388,0
5389,0
5390,0
5391,0
5392,0
5393,0
5394,0
5395,0
5396,0
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,0
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,0
5438,0
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,0
5456,0
5457,0
5458,0
5459,0
5460,0
5461,0
5462,0
5463,0
5464,0
5465,0
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,0
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,0
5533,0
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,0
5555,0
5556,0
5557,0
5558,0
5559,0
5560,0
5561,0
5562,0
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,0
5577,0
5578,0
5579,0
5580,0
5581,0
5582,0
5583,0
5584,0
5585,0
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,0
5608,0
5609,0
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,0
5652,0
5653,0
5654,0
5655,0
5656,0
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,0
5679,0
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5696,0
5697,0
5698,0
5699,0
5700,0
5701,0
5702,0
5703,0
5704,0
5705,0
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,0
5727,0
5728,0
5729,0
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,0
5779,0
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,0
5794,0
5795,0
5796,0
